project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,readme_content,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
worldpa,R interface to the World Database on Protected Areas.,,https://github.com/FRBCesab/worldpa,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pywdpa,Python interface to the World Database on Protected Areas.,,https://github.com/ghislainv/pywdpa,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wdpar,R Interface to the World Database on Protected Areas.,,https://github.com/prioritizr/wdpar,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prioritizr,Uses mixed integer linear programming techniques to provide a flexible interface for building and solving conservation planning problems.,,https://github.com/prioritizr/prioritizr,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grainscape,"Efficient Modelling of Landscape Connectivity, Habitat, and Protected Area Networks.",,https://github.com/achubaty/grainscape,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restoptr,Aims to identify priority areas for restoration efforts using optimization algorithms.,,https://github.com/dimitri-justeau/restoptr,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRIA.jl, A multi-criteria decision support platform for informing reef restoration and adaptation interventions.,,https://github.com/open-AIMS/ADRIA.jl,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lterdatasampler,"Provide the scientific community, policy makers, and society with the knowledge and predictive understanding necessary to conserve, protect, and manage the nation's ecosystems, their biodiversity, and the services they provide.",,https://github.com/lter/lterdatasampler,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Earth,"Provides an interactive summary of progress toward Half-Earth goal, offered as a tool to help contextualise global datasets of biodiversity, human encroachment, and protection.",,https://github.com/Vizzuality/half-earth-v3,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
track2KBA,"This R package is comprised of functions that facilitate the identification of areas of importance for biodiversity, such as Key Biodiversity Areas (KBAs), based on individual tracking data.",,https://github.com/BirdLifeInternational/track2kba,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oceandatr,"Aims to provide simple functions for creating data for conducting a spatial conservation prioritization for large scale areas of the ocean, specifically offshore areas.",,https://github.com/emlab-ucsb/oceandatr,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecoscope,"An open-source analysis module for tracking, environmental and conservation data analyses.",,https://github.com/wildlife-dynamics/ecoscope,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMMA,The core repository for environmental data processing in the Ecological Monitoring and Management Application EMMA.io.,,https://github.com/AdamWilsonLab/emma_envdata,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spatialwarnings,An R package to compute spatial early-warning signals of ecosystem degradation.,,https://github.com/spatial-ews/spatialwarnings,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
projectfirma,"Tracks conservation and natural resource project performance and expenditures, and helps managers visualize results at the program level.",,https://github.com/sitkatech/projectfirma,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground for Android,An map-first data collection platform built in collaboration with environmental non-profits and international organizations with the goal of driving sustainability impact at scale.,,https://github.com/google/ground-android,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geohabnet,"Enable users to visualise a habitat connectivity risk index for agriculture using their own 
parameter values.",,https://github.com/GarrettLab/HabitatConnectivity,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Where to Work,A web-based application for solving complex conservation scenarios using concepts of systematic conservation planning.,,https://github.com/NCC-CNC/wheretowork,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkyTruth 30x30 Tracker,A compelling online experience that builds momentum towards meeting global biodiversity targets by unlocking opportunities for protecting the marine environment and forging connections with the wider 30x30 community.,,https://github.com/Vizzuality/skytruth-30x30,github.com,,Conservation and Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant-for-the-Planet,Allows you to plant trees with over 100 reforestation projects around the world.,,https://github.com/Plant-for-the-Planet-org/planet-webapp,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Mapper App,Tree Mapper extends the Plant-for-the-Planet App and allows on site coordinate submission during plantation.,,https://github.com/Plant-for-the-Planet-org/treemapper,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuous Reforestation,A GitHub Action for planting trees within your development workflow using the Reforestation as a Service (RaaS) API developed by DigitalHumani.,,https://github.com/protontypes/continuous-reforestation,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forestatrisk,Modelling and forecasting deforestation in the tropics.,,https://github.com/ghislainv/forestatrisk-tropics,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Tracker,Used by people who plant trees so they don't have to manually type coordinates with pictures they took.,,https://github.com/protect-earth/tree-tracker-ios,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSDL Deforestation Detection,"A deep learning approach to detecting deforestation risk, using satellite images and a deep learning model.",,https://github.com/karthikraja95/fsdl_deforestation_detection,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treetracker,"Coordinates the digital capture of tree growth data in the field, allowing to establish employment for people living in extreme poverty based on tree planting.",,https://github.com/Greenstand/treetracker-android,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gfcanalysis,Tools for working with Global Forest Change dataset.,,https://github.com/azvoleff/gfcanalysis,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Change Informed Species Selection,A Biogeoclimatic Ecosystem Classification-based analysis framework built to anticipate the change climate implications to tree species environmental suitability at a site specific level.,,https://github.com/bcgov/CCISS_ShinyApp,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDef-ARP,"Facilitate implementation of the Verra tool, VT0007 Unplanned Deforestation Allocation.",,https://github.com/ClarkCGA/UDef-ARP,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reforestation Opportunity Assessment,Quantify carbon sequestration in naturally regenerating forests around the world.,,https://github.com/forc-db/GROA,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datazoom.amazonia,"Facilitates access to official Brazilian Amazon data, including agriculture, deforestation, production.",,https://github.com/datazoompuc/datazoom.amazonia,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seedlot Selection Tool,A GIS mapping program designed to help forest managers match seedlots with planting sites based on climatic information.,,https://github.com/consbio/seedlot-selection-tool,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riskmapjnr,Obtain maps of the spatial risk of deforestation and forest degradation following the methodology developed in the context of the Jurisdictional and Nested REDD+ (JNR) and using only a forest cover change map as input.,,https://github.com/ghislainv/riskmapjnr,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whisp,The Forest Data Partnership promotes a Convergence of Evidence approach for Forest and Commodities Monitoring.,,https://github.com/forestdatapartnership/whisp,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terraware Web,The web app provides seed inventory management capabilities - with two main areas of focus: the seed processing workflow and monitoring of a seed bank's physical infrastructure.,,https://github.com/terraware/terraware-web,github.com,,Deforestation and Reforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEcAn,The Predictive Ecosystem Analyzer is an integrated ecological bioinformatics toolbox.,,https://github.com/PecanProject/pecan,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spatialEco,R package for spatial analysis and modelling of ecological systems.,,https://github.com/jeffreyevans/spatialEco,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReMobidyc,A multi-agent simulator for individual-based modeling in population dynamics and ecotoxicology.,,https://github.com/ReMobidyc/ReMobidyc,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portalcasting,"Provides a model development, deployment, and evaluation system for forecasting how ecological systems change through time, with a focus on a widely used long-term study of mammal population and community dynamics.",,https://github.com/weecology/portalcasting,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrenchR,Facilitates microclimate modeling to translate weather station data into the environmental conditions experienced by organisms and biophysical modeling to predict organismal body temperatures given the environmental conditions.,,https://github.com/trenchproject/TrenchR,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NicheMapR,Modelling the thermodynamic constraints on life.,,https://github.com/mrke/NicheMapR,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-EcoImpact,A Python based kernel to perform spatialenvironmental impact assessment.,,https://github.com/Deltares/D-EcoImpact,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoSISTEM.jl,"A Julia package that provides functionality for simulating species undergoing dynamic biological processes such as birth, death, competition and dispersal, as well as environmental changes in climate and habitat.",,https://github.com/EcoJulia/EcoSISTEM.jl,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOTOXr,"Provides access in R to ECOTOX, a comprehensive knowledgebase providing single chemical environmental toxicity data on aquatic and terrestrial species.",,https://github.com/pepijn-devries/ECOTOXr,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moveHMM,"R package which implements hidden Markov models and associated tools (state decoding, model selection, model checking, etc.) tailored to animal movement modelling.",,https://github.com/TheoMichelot/moveHMM,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioDT,Prototype Digital Twins to help protect and restore biodiversity.,,https://github.com/BioDT/biodt-shiny,github.com,,Ecological and Environmental Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOSTRESS,The images acquired by ECOSTRESS are the most detailed temperature images of the surface ever acquired from space and can be used to measure the temperature of an individual farmers field and plants.,,https://ecostress.jpl.nasa.gov/,ecostress.jpl.nasa.gov,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgeo,Analyze forest diversity and dynamics.,,https://github.com/forestgeo/fgeo,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATES,Advancing model predictions of tropical forest carbon cycle responses to a changing climate over the 21st Century.,,https://github.com/NGEET/fates,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spanner,"Utilities to support landscape-, forest-, and tree-related data collection, manipulation, analysis, modelling, and visualization.",,https://github.com/bi0m3trics/spanner,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Vegetation Simulator,"A family of individual-tree, distance-independent, forest growth simulation models.",,https://github.com/USDAForestService/ForestVegetationSimulator,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allometric,An R package for predicting tree attributes with allometric models.,,https://github.com/allometric/allometric,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r3PG,An R package for forest growth simulation using the 3-PG process-based model.,,https://github.com/trotsiuk/r3PG,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Forests Tomorrow,Visualizing European forests future.,,https://github.com/developmentseed/our-forests-tomorrow,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A high-resolution canopy height model of the Earth,The model estimates canopy top height for every Sentinel-2 image pixel and was trained using sparse GEDI LIDAR data as a reference.,,https://github.com/langnico/global-canopy-height-model,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medfate,Functions to simulate Mediterranean forest functioning and dynamics using cohort-based description of vegetation.,,https://github.com/emf-creaf/medfate,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dplR,"A package for R that performs tree-ring analyses such as detrending, chronology building, and crossdating.",,https://github.com/AndyBunn/dplR,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LandR,"These models simulate forest vegetation dynamics based on LANDIS-II, and incorporate fire and insect disturbance, as well as other important ecological processes.",,https://github.com/PredictiveEcology/LandR/,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rprebasso,Predict the growth and carbon balance of the forest ecosystem.,,https://github.com/ForModLabUHel/Rprebasso,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfoliatR,Provide dendrochronologists with tools for identifying and analyzing the signatures of insect defoliators preserved in tree rings.,,https://github.com/chguiterman/dfoliatR,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fellingdater,"A suite of functions designed to assist dendrochronologists in inferring estimates for felling dates, derived from dated tree-ring series.",,https://github.com/hanecakr/fellingdater,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITSMe,Provide easy to use functions to quickly obtain structural metrics from individual tree point clouds and their respective quantitative structure models.,,https://github.com/lmterryn/ITSMe,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bristlecone,"An F# library for model-fitting model-selection (MFMS) of ecological models to observational data. The library was developed for tree ring analysis, but can be used for other time-series modelling problems.",,https://github.com/AndrewIOM/bristlecone,github.com,,Forest Modeling and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAL,Empowering people around the world to gain a better understanding of land cover dynamics in forest management by facilitating the efficient access and use of Earth observation data.,,https://github.com/openforis/sepal,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Forest Watch,"An online, global and near real-time forest monitoring tool.",,https://github.com/wri/gfw,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gfw-mapbuilder,A library to build custom Forest Atlas web applications.,,https://github.com/wri/gfw-mapbuilder,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenTreeMap,"A collaborative platform for crowdsourced tree inventory, ecosystem services calculations, urban forestry analysis and community engagement.",,https://github.com/OpenTreeMap/otm-core,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forestmangr,An R package for forest mensuration and management.,,https://github.com/sollano/forestmangr,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gieß den Kiez,Enable coordinated citizen participation in the irrigation of urban trees.,,https://github.com/technologiestiftung/giessdenkiez-de,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Scenario Planner,An online tool for forest management scenario planning.,,https://github.com/Ecotrust/forestplanner,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYFOREST,Informing Forest Conservation Regulations in Paraguay.,,https://github.com/cp-PYFOREST/Land-Use-Assessment,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenTrees.org,A data visualisation of millions of publicly maintained trees around the world.,,https://github.com/stevage/OpenTrees,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangrove Atlas,An online platform that provides the remote sensing data and tools for monitoring mangroves.,,https://github.com/Vizzuality/mangrove-atlas,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forestables,"Read and uniformize forest inventories data from the FIA (USA forest inventory), FFI (France forest inventory) and IFN (Spain forest inventory).",,https://github.com/emf-creaf/forestables,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rFIA,"Increase the accessibility and use of the USFS Forest Inventory and Analysis Database by providing a user-friendly, open source platform to easily query and analyze.",,https://github.com/hunter-stanke/rFIA,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DiversiTree,"Help urban foresters, planners, greeners, and ecologists in quantifying tree ecosystem diversity in cities.",,https://github.com/DiversiTree/TreeDiversity,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU forest tree point data,A compilation of analysis-ready point data for the purpose of vegetation and Potential Natural Vegetation mapping for the EU.,,https://gitlab.com/openlandmap/eu-forest-tree-point-data,gitlab.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Forest Observatory,Python wrappers for accessing Forest Observatory data via the Salo API.,,https://github.com/forestobservatory/cfo-api,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeeForest,"Aims to make the data about trees in Great Britain more accessible and understandable, whilst still maintaining good industry practices.",,https://github.com/MNeverOff/wee-forest,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forestdata,An R package designed to provide users with easy access to various forestry and land use datasets.,,https://github.com/Cidree/forestdata,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netflora,The Netflora Project involves the application of geotechnologies in forest automation and carbon stock mapping in native forest areas in Western Amazonia.,,https://github.com/NetFlora/Netflora,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMT,An open source forest management library that makes forest planning easier.,,https://github.com/Bureau-du-Forestier-en-chef/FMT,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knfi,"An R package was developed to efficiently manage and analyze large-scale National Forest Inventory (NFI) data in South Korea, streamlining the process of monitoring forest ecosystem changes using extensive nationwide survey data.",,https://github.com/SYOUNG9836/knfi,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castor,"A spatial, large-scale analytical model for simulating forest harvest and it's potential influence on other forest values (e.g., wildlife habitat).",,https://github.com/bcgov/castor,github.com,,Forest Observation and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treeseg,Developed to near-automatically extract tree-level point clouds from high-density larger-area lidar point clouds acquired in forests.,,https://github.com/apburt/treeseg/,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreeLS,High performance R functions for forest data processing based on Terrestrial Laser Scanning (but not only) point clouds.,,https://github.com/tiagodc/TreeLS,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreeQSM,Quantitative Structure Models of Single Trees from Laser Scanner Data.,,https://github.com/InverseTampere/TreeQSM,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lidR,An R package for airborne LiDAR data manipulation and visualization for forestry application.,,https://github.com/r-lidar/lidR,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyfor,Tools for analyzing aerial point clouds of forest data.,,https://github.com/brycefrank/pyfor,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepForest,Python Package for Tree Crown Detection in Airborne RGB imagery.,,https://github.com/weecology/DeepForest,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeonTreeEvaluation,"Benchmark dataset for tree detection for airborne RGB, Hyperspectral and LIDAR imagery.",,https://github.com/weecology/NeonTreeEvaluation,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canopyLazR,An R package that estimates leaf area density and leaf area index from airborne LiDAR point clouds.,,https://github.com/akamoske/canopyLazR,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forestlas,Code for generating metrics of forest vertical structure from airborne LiDAR data.,,https://github.com/philwilkes/forestlas,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepTreeAttention,Hyperspectral Image Classification with Attention Aided CNNs.,,https://github.com/weecology/DeepTreeAttention,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DetecTree,A Pythonic library to classify tree/non-tree pixels from aerial imagery.,,https://github.com/martibosch/detectree,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentinel-Tree-Cover,This project maps tree extent at the ten-meter scale using open source artificial intelligence and satellite imagery.,,https://github.com/wri/sentinel-tree-cover,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rGEDI,An R Package for NASA's Global Ecosystem Dynamics Investigation (GEDI) Data Visualization and Processing.,,https://github.com/carlos-alberto-silva/rGEDI,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detectreeRGB,"Tree crown delineation from RGB imagery, coupled with methods to delineate tree crowns from LiDAR data.",,https://github.com/shmh40/detectreeRGB,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForesToolboxRS,Remote Sensing Tools for Forest Monitoring.,,https://github.com/ytarazona/ForesToolboxRS,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Structural Complexity Tool,Allowing plot scale measurements to be extracted automatically from most high-resolution forest point clouds from a variety of sensor sources.,,https://github.com/SKrisanski/FSCT,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForestTools,Detect and segment individual tree from remotely sensed data.,,https://github.com/andrew-plowright/ForestTools,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detectree2,Automatic tree crown delineation based on the Detectron2 implementation of Mask R-CNN.,,https://github.com/PatBall1/detectree2,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D Forest,"Visualization, processing and analysis of Lidar point clouds, mainly focused on forest environment.",,https://github.com/VUKOZ-OEL/3d-forest,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sgsR,A structurally guided sampling toolbox for LiDAR-based forest inventories.,,https://github.com/tgoodbody/sgsR,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForestGapR,An R Package for Airborne Laser Scanning-derived Tropical Forest Gaps Analysis.,,https://github.com/carlos-alberto-silva/ForestGapR,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTLS,Detect and segment individual tree from remotely sensed data.,,https://github.com/Molina-Valero/FORTLS,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3DFin,A free software for automatic computation of tree parameters in terrestrial point clouds.,,https://github.com/3DFin/3DFin,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lasR,"Production of canopy height model, digital terrain model, tree detection and segmentation on large coverage.",,https://github.com/r-lidar/lasR,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
